CookerStat, GenerateAssetRegistry=0.023309, Initialize=0.115357, RunGuid=RunID994B0C0748A4C24FB5E28E92F4ADE296
SavePackageTransactionIdB858D86743883CD145B1648AF48F34AC_0, Filename=D:/HeliosFinal/Content/FirstPersonBP/Blueprints/FirstPersonProjectile.uasset, AutoPackageBackupDelegate=276.959320, FlushAsyncLoading=0.015408, FlushStreamingFunc=0.111803, BlockTillAllRequestsFinished=0.010666, ResetLoadersForSaveUnMarkAllObjects=1.989927, TagPackageExports=14.402773, BeginCacheForCookedPlatformData=0.003554, SerializeImports=16.195168, GatherLocalizableTextData=13.581835, MarkNames=0.112195, SerializeSummary=0.385188, SerializeNames=0.391901, SerializeGatherableTextData=0.142224, BuildExportMap=0.769578, SortExportsNonSeekfree=3.452051, SortExportsSeekfreeConstructor=0.887308, SortExportsSeekfreeInner=19.726627, SortExportsSeekfree=0.013035, BuildDependencyMap=0.146966, SerializeImportMap=0.024099, SerializeExportMap=0.084545, SerializeDependencyMap=0.018172, SerializeStringAssetReferenceMap=0.002369, SaveThumbNailsAssetRegistryDataWorldLevelInfo=11.874374, SerializeExports=19.025787, SerializeBulkData=0.019751, MoveFile=3.321283, UnaccountedTime=2.810471, RunGuid=RunID994B0C0748A4C24FB5E28E92F4ADE296
DDCTransactionId0F9B3BE5415B2B1B5340E99A02540E65_0, PutCachedData=, CacheKey=Audio_0002_0000_OGG_0001_510E86554C47ED268F6CB985E31EC532, StartTime=2016.05.17-19.43.37, HierarchicalDDC=, DataSize=4299, Duration=5.231410, RunGuid=RunID994B0C0748A4C24FB5E28E92F4ADE296
SavePackageTransactionIdB858D86743883CD145B1648AF48F34AC_1, Filename=D:/HeliosFinal/Content/FirstPersonBP/Blueprints/TargetMiss.uasset, AutoPackageBackupDelegate=0.109434, FlushAsyncLoading=0.003554, FlushStreamingFunc=0.257187, BlockTillAllRequestsFinished=0.005923, ResetLoadersForSaveUnMarkAllObjects=0.165533, TagPackageExports=0.022519, BeginCacheForCookedPlatformData=0.001580, SerializeImports=0.207409, GatherLocalizableTextData=0.046223, MarkNames=0.006318, SerializeSummary=0.009879, SerializeNames=0.019357, SerializeGatherableTextData=0.001185, BuildExportMap=0.014618, SortExportsNonSeekfree=0.007112, SortExportsSeekfreeConstructor=0.081778, SortExportsSeekfreeInner=0.148937, SortExportsSeekfree=0.002369, BuildDependencyMap=0.007112, SerializeImportMap=0.006717, SerializeExportMap=0.005927, SerializeDependencyMap=0.001185, SerializeStringAssetReferenceMap=0.001978, SaveThumbNailsAssetRegistryDataWorldLevelInfo=3.337480, SerializeExports=0.092447, SerializeBulkData=0.019751, MoveFile=3.042765, UnaccountedTime=0.800792, RunGuid=RunID994B0C0748A4C24FB5E28E92F4ADE296
DDCTransactionId383D4E27445997710B013F8AADC2265B_0, PutCachedData=, CacheKey=Audio_0002_0000_OGG_0001_A8240DF446FE5875AD47549767F10FBE, StartTime=2016.05.17-19.45.01, HierarchicalDDC=, DataSize=4101, Duration=4.415214, RunGuid=RunID994B0C0748A4C24FB5E28E92F4ADE296
SavePackageTransactionIdB858D86743883CD145B1648AF48F34AC_2, Filename=D:/HeliosFinal/Content/FirstPersonBP/Blueprints/TargetMiss2.uasset, AutoPackageBackupDelegate=0.106666, FlushAsyncLoading=0.003558, FlushStreamingFunc=0.239801, BlockTillAllRequestsFinished=0.006322, ResetLoadersForSaveUnMarkAllObjects=0.175409, TagPackageExports=0.019357, BeginCacheForCookedPlatformData=0.001185, SerializeImports=0.179358, GatherLocalizableTextData=0.039112, MarkNames=0.005137, SerializeSummary=0.008296, SerializeNames=0.016198, SerializeGatherableTextData=0.000790, BuildExportMap=0.013035, SortExportsNonSeekfree=0.005927, SortExportsSeekfreeConstructor=0.061236, SortExportsSeekfreeInner=0.127997, SortExportsSeekfree=0.001978, BuildDependencyMap=0.005528, SerializeImportMap=0.005927, SerializeExportMap=0.004739, SerializeDependencyMap=0.000790, SerializeStringAssetReferenceMap=0.001974, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.926622, SerializeExports=0.084147, SerializeBulkData=0.048593, MoveFile=3.245041, UnaccountedTime=0.733234, RunGuid=RunID994B0C0748A4C24FB5E28E92F4ADE296
SavePackageTransactionIdB858D86743883CD145B1648AF48F34AC_3, Filename=D:/HeliosFinal/Content/FirstPersonBP/Blueprints/FirstPersonProjectile.uasset, AutoPackageBackupDelegate=3.897678, FlushAsyncLoading=0.007506, FlushStreamingFunc=0.147756, BlockTillAllRequestsFinished=0.005528, ResetLoadersForSaveUnMarkAllObjects=0.187654, TagPackageExports=14.953092, BeginCacheForCookedPlatformData=0.003953, SerializeImports=54.706982, GatherLocalizableTextData=13.967809, MarkNames=0.119705, SerializeSummary=0.020146, SerializeNames=0.350814, SerializeGatherableTextData=0.135507, BuildExportMap=0.318024, SortExportsNonSeekfree=3.348939, SortExportsSeekfreeConstructor=0.081383, SortExportsSeekfreeInner=20.902332, SortExportsSeekfree=0.005923, BuildDependencyMap=0.957236, SerializeImportMap=0.022911, SerializeExportMap=0.091262, SerializeDependencyMap=0.028841, SerializeStringAssetReferenceMap=0.007506, SaveThumbNailsAssetRegistryDataWorldLevelInfo=11.509336, SerializeExports=21.814526, SerializeBulkData=0.008300, MoveFile=3.430322, UnaccountedTime=0.780642, RunGuid=RunID994B0C0748A4C24FB5E28E92F4ADE296
SavePackageTransactionIdB858D86743883CD145B1648AF48F34AC_4, Filename=D:/HeliosFinal/Content/FirstPersonBP/Blueprints/incorrect.uasset, AutoPackageBackupDelegate=0.105482, FlushAsyncLoading=0.003949, FlushStreamingFunc=28.697691, BlockTillAllRequestsFinished=0.010666, ResetLoadersForSaveUnMarkAllObjects=0.190027, TagPackageExports=0.006322, BeginCacheForCookedPlatformData=0.000790, SerializeImports=0.193976, GatherLocalizableTextData=0.008691, MarkNames=0.004344, SerializeSummary=0.008691, SerializeNames=0.009485, SerializeGatherableTextData=0.000790, BuildExportMap=0.007506, SortExportsNonSeekfree=0.003159, SortExportsSeekfreeConstructor=0.008296, SortExportsSeekfreeInner=0.022124, SortExportsSeekfree=0.002369, BuildDependencyMap=0.005927, SerializeImportMap=0.039902, SerializeExportMap=0.008296, SerializeDependencyMap=0.001185, SerializeStringAssetReferenceMap=0.001583, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014614, SerializeExports=0.003953, SerializeBulkData=0.003159, MoveFile=2.829831, UnaccountedTime=0.801183, RunGuid=RunID994B0C0748A4C24FB5E28E92F4ADE296
SavePackageTransactionIdB858D86743883CD145B1648AF48F34AC_5, Filename=D:/HeliosFinal/Content/FirstPersonBP/Blueprints/118649__pyzaist__bump.uasset, AutoPackageBackupDelegate=0.111803, FlushAsyncLoading=0.004344, FlushStreamingFunc=26.240408, BlockTillAllRequestsFinished=0.009086, ResetLoadersForSaveUnMarkAllObjects=0.190813, TagPackageExports=0.006322, BeginCacheForCookedPlatformData=0.001185, SerializeImports=0.199113, GatherLocalizableTextData=0.009086, MarkNames=0.004742, SerializeSummary=0.009086, SerializeNames=0.009876, SerializeGatherableTextData=0.001185, BuildExportMap=0.008691, SortExportsNonSeekfree=0.003163, SortExportsSeekfreeConstructor=0.008691, SortExportsSeekfreeInner=0.031207, SortExportsSeekfree=0.002373, BuildDependencyMap=0.003554, SerializeImportMap=0.051361, SerializeExportMap=0.009876, SerializeDependencyMap=0.001185, SerializeStringAssetReferenceMap=0.002369, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016592, SerializeExports=0.005137, SerializeBulkData=0.003554, MoveFile=2.781630, UnaccountedTime=0.775903, RunGuid=RunID994B0C0748A4C24FB5E28E92F4ADE296
SavePackageTransactionIdB858D86743883CD145B1648AF48F34AC_6, Filename=D:/HeliosFinal/Content/FirstPersonBP/Blueprints/FirstPersonHUD.uasset, AutoPackageBackupDelegate=6.453734, FlushAsyncLoading=0.012245, FlushStreamingFunc=0.165530, BlockTillAllRequestsFinished=0.009090, ResetLoadersForSaveUnMarkAllObjects=0.235457, TagPackageExports=5.044941, BeginCacheForCookedPlatformData=0.004742, SerializeImports=3.683556, GatherLocalizableTextData=3.459953, MarkNames=0.035554, SerializeSummary=0.009876, SerializeNames=0.141434, SerializeGatherableTextData=0.132740, BuildExportMap=0.124447, SortExportsNonSeekfree=0.721775, SortExportsSeekfreeConstructor=0.058867, SortExportsSeekfreeInner=5.266570, SortExportsSeekfree=0.003554, BuildDependencyMap=0.043854, SerializeImportMap=0.011459, SerializeExportMap=0.024889, SerializeDependencyMap=0.005133, SerializeStringAssetReferenceMap=0.001580, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.630915, SerializeExports=4.126817, SerializeBulkData=0.004344, MoveFile=3.580447, UnaccountedTime=0.760492, RunGuid=RunID994B0C0748A4C24FB5E28E92F4ADE296
SavePackageTransactionIdB858D86743883CD145B1648AF48F34AC_7, Filename=D:/HeliosFinal/Content/FirstPersonBP/Blueprints/FirstPerson_Pawn.uasset, AutoPackageBackupDelegate=22.237242, FlushAsyncLoading=0.011064, FlushStreamingFunc=0.135109, BlockTillAllRequestsFinished=0.005532, ResetLoadersForSaveUnMarkAllObjects=0.170272, TagPackageExports=25.242477, BeginCacheForCookedPlatformData=0.004742, SerializeImports=26.751616, GatherLocalizableTextData=26.866182, MarkNames=0.912197, SerializeSummary=0.018962, SerializeNames=0.496991, SerializeGatherableTextData=0.165530, BuildExportMap=0.487112, SortExportsNonSeekfree=7.499065, SortExportsSeekfreeConstructor=0.071112, SortExportsSeekfreeInner=39.410580, SortExportsSeekfree=0.005927, BuildDependencyMap=0.255212, SerializeImportMap=0.028051, SerializeExportMap=0.158023, SerializeDependencyMap=0.032395, SerializeStringAssetReferenceMap=0.002373, SaveThumbNailsAssetRegistryDataWorldLevelInfo=12.784202, SerializeExports=35.459171, SerializeBulkData=0.008296, MoveFile=3.104396, UnaccountedTime=0.875063, RunGuid=RunID994B0C0748A4C24FB5E28E92F4ADE296
